eleccion_id,distrito_id,agrupacion_id,votos_tipo,lista_numero,agrupacion_nombre,lista_nombre
1,2,37.0,POSITIVO,,DEL CAMPO POPULAR,
1,2,272.0,POSITIVO,,GENTE EN ACCION,
1,21,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,4,507.0,POSITIVO,,FRENTE POPULAR,
1,17,60.0,POSITIVO,,MVTO INDEPENDIENTE DE JUBILADOS Y DESOCUPADOS,
1,8,68.0,POSITIVO,,NUEVA IZQUIERDA,
1,22,511.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,15,47.0,POSITIVO,,COALICION CIVICA ARI,
1,20,47.0,POSITIVO,,COALICION CIVICA ARI,
1,20,50.0,POSITIVO,,SOCIALISTA,
1,7,60.0,POSITIVO,,MVTO INDEPENDIENTE DE JUBILADOS Y DESOCUPADOS,
1,15,23.0,POSITIVO,,UNION POPULAR,
1,13,511.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,15,3.0,POSITIVO,,UNION CIVICA RADICAL,
1,6,136.0,POSITIVO,,ALIANZA PROYECTO SUR,
1,4,511.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,8,505.0,POSITIVO,,ALIANZA FRENTE POPULAR,
1,1,536.0,POSITIVO,,COALICION CIVICA,
1,22,40.0,POSITIVO,,MOVIMIENTO LIBRES DEL SUR,
1,13,8.0,POSITIVO,,FEDERAL,
1,21,37.0,POSITIVO,,DEL CAMPO POPULAR,
1,1,508.0,POSITIVO,,ALIANZA PROYECTO SUR,
1,21,186.0,POSITIVO,,DE TRABAJADORES POR EL SOCIALISMO (PTS),
1,6,156.0,POSITIVO,,ACCION CHAQUEÑA,
1,21,65.0,POSITIVO,,UNION CELESTE Y BLANCO,
1,21,134.0,POSITIVO,,ALIANZA FRENTE AMPLIO PROGRESISTA,
1,14,166.0,POSITIVO,,POR LA JUSTICIA SOCIAL,
1,10,517.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,1,36.0,POSITIVO,,AUTONOMISTA,
1,4,503.0,POSITIVO,,ALIANZA FRENTE AMPLIO PROGRESISTA,
1,7,57.0,POSITIVO,,MOVIMIENTO DE ACCION VECINAL,
1,9,181.0,POSITIVO,,ACUERDO REPUBLICANO FEDERAL,
1,6,33.0,POSITIVO,,NACIONALISTA CONSTITUCIONAL - UNIR,
1,13,50.0,POSITIVO,,SOCIALISTA,
1,21,47.0,POSITIVO,,COALICION CIVICA ARI,
1,10,525.0,POSITIVO,,FRENTE PRIMERO JUJUY,
1,14,526.0,POSITIVO,,FRENTE RENOVADOR DE LA CONCORDIA,
1,7,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,10,504.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL,
1,14,50.0,POSITIVO,,SOCIALISTA,
1,11,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,8,50.0,POSITIVO,,SOCIALISTA,
1,4,517.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,16,3.0,POSITIVO,,UNION CIVICA RADICAL,
1,16,155.0,POSITIVO,,PROVINCIAL RIONEGRINO,
1,15,510.0,POSITIVO,,FRENTE AMPLIO PROGRESISTA,
1,13,47.0,POSITIVO,,COALICION CIVICA ARI,
1,24,23.0,POSITIVO,,UNION POPULAR,
1,11,47.0,POSITIVO,,COALICION CIVICA ARI,
1,19,509.0,POSITIVO,,COMPROMISO FEDERAL,
1,18,132.0,POSITIVO,,ALIANZA FRENTE POPULAR,
1,6,176.0,POSITIVO,,POPULAR DE LA RECONSTRUCCION,
1,4,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,9,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,22,521.0,POSITIVO,,FRENTE CIVICO POR SANTIAGO,
1,13,23.0,POSITIVO,,UNION POPULAR,
1,22,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,9,132.0,POSITIVO,,ALIANZA FRENTE POPULAR,
1,23,136.0,POSITIVO,,ALIANZA PROYECTO SUR,
1,20,601.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,19,183.0,POSITIVO,,DEMOCRATA INDEPENDIENTE,
1,21,33.0,POSITIVO,,NACIONALISTA CONSTITUCIONAL - UNIR,
1,7,135.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,1,23.0,POSITIVO,,UNION POPULAR,
1,17,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,23,185.0,POSITIVO,,CAMBIO POPULAR TUCUMANO,
1,4,506.0,POSITIVO,,ALIANZA JUSTICIALISTA,
1,4,22.0,POSITIVO,,HUMANISTA,
1,22,3.0,POSITIVO,,UNION CIVICA RADICAL,
1,18,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,6,60.0,POSITIVO,,MVTO INDEPENDIENTE DE JUBILADOS Y DESOCUPADOS,
1,11,22.0,POSITIVO,,HUMANISTA,
1,23,184.0,POSITIVO,,LABORISTA DE LA INDEPENDENCIA,
1,14,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,11,45.0,POSITIVO,,DE LOS TRABAJADORES SOCIALISTAS,
1,7,157.0,POSITIVO,,DE ACCION CHUBUTENSE,
1,23,190.0,POSITIVO,,MOVIMIENTO DE PARTICIPACION CIUDADANA,
1,12,61.0,POSITIVO,,IZQUIERDA POR UNA OPCION SOCIALISTA,
1,20,14.0,POSITIVO,,OBRERO,
1,1,510.0,POSITIVO,,FRENTE AMPLIO PROGRESISTA,
1,15,61.0,POSITIVO,,IZQUIERDA POR UNA OPCION SOCIALISTA,
1,9,57.0,POSITIVO,,MOVIMIENTO DE ACCION VECINAL,
1,15,152.0,POSITIVO,,MOVIMIENTO POPULAR NEUQUINO,
1,9,136.0,POSITIVO,,ALIANZA PROYECTO SUR,
1,5,532.0,POSITIVO,,FRENTE FEDERAL,
1,15,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,16,14.0,POSITIVO,,OBRERO,
1,7,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,9,193.0,POSITIVO,,FORTALEZA,
1,16,50.0,POSITIVO,,SOCIALISTA,
1,13,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,9,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,9,167.0,POSITIVO,,ACCION NATIVA,
1,16,47.0,POSITIVO,,COALICION CIVICA ARI,
1,11,1.0,POSITIVO,,MOVIMIENTO DE INTEGRACION Y DESARROLLO,
1,17,14.0,POSITIVO,,OBRERO,
1,12,160.0,POSITIVO,,UNION POR LA RIOJA,
1,23,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,8,3.0,POSITIVO,,UNION CIVICA RADICAL,
1,18,61.0,POSITIVO,,IZQUIERDA POR UNA OPCION SOCIALISTA,
1,7,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,3,14.0,POSITIVO,,OBRERO,
1,7,47.0,POSITIVO,,COALICION CIVICA ARI,
1,3,47.0,POSITIVO,,COALICION CIVICA ARI,
1,18,168.0,POSITIVO,,DIGNIDAD CIUDADANA,
1,8,177.0,POSITIVO,,GEN,
1,12,47.0,POSITIVO,,COALICION CIVICA ARI,
1,7,136.0,POSITIVO,,ALIANZA PROYECTO SUR,
1,17,510.0,POSITIVO,,FRENTE AMPLIO PROGRESISTA,
1,9,47.0,POSITIVO,,COALICION CIVICA ARI,
1,14,509.0,POSITIVO,,COMPROMISO FEDERAL,
1,13,211.0,POSITIVO,,IZQUIERDA DEL TRABAJADOR POR EL SOCIALISMO,
1,24,47.0,POSITIVO,,COALICION CIVICA ARI,
1,12,3.0,POSITIVO,,UNION CIVICA RADICAL,
1,10,63.0,POSITIVO,,ES POSIBLE,
1,9,135.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,9,36.0,POSITIVO,,AUTONOMISTA,
1,12,64.0,POSITIVO,,PRO-PROPUESTA REPUBLICANA,
1,8,158.0,POSITIVO,,UNION PROVINCIAL COMPROMISO FEDERAL,
1,24,3.0,POSITIVO,,UNION CIVICA RADICAL,
1,12,50.0,POSITIVO,,SOCIALISTA,
1,20,522.0,POSITIVO,,FRENTE ENCUENTRO SUR,
1,3,535.0,POSITIVO,,UNIFICACION CIVICA REPUBLICANA,
1,7,38.0,POSITIVO,,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,
1,19,50.0,POSITIVO,,SOCIALISTA,
1,9,134.0,POSITIVO,,ALIANZA FRENTE AMPLIO PROGRESISTA,
1,3,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,11,30.0,POSITIVO,,SOCIALISTA AUTENTICO,
1,18,153.0,POSITIVO,,CRUZADA RENOVADORA,
1,10,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,24,174.0,POSITIVO,,POPULAR,
1,12,38.0,POSITIVO,,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,
1,24,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,12,523.0,POSITIVO,,FRENTE PARA LA VICTORIA RIOJANA,
1,8,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,10,68.0,POSITIVO,,NUEVA IZQUIERDA,
1,23,192.0,POSITIVO,,FUERZA REPUBLICANA,
1,7,137.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,
1,10,510.0,POSITIVO,,FRENTE AMPLIO PROGRESISTA,
1,9,137.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,
1,18,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,17,516.0,POSITIVO,,FRENTE SALTEÑO,
1,10,23.0,POSITIVO,,UNION POPULAR,
1,10,136.0,POSITIVO,,ALIANZA PROYECTO SUR,
1,17,38.0,POSITIVO,,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,
1,15,68.0,POSITIVO,,NUEVA IZQUIERDA,
1,10,135.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,19,38.0,POSITIVO,,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,
1,8,136.0,POSITIVO,,ALIANZA PROYECTO SUR,
1,12,515.0,POSITIVO,,FRENTE POPULAR RIOJANO,
1,10,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,8,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,24,2.0,POSITIVO,,JUSTICIALISTA,
1,24,188.0,POSITIVO,,ENCUENTRO POPULAR,
1,10,137.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,
1,3,537.0,POSITIVO,,FRENTE PROGRESISTA,
1,10,47.0,POSITIVO,,COALICION CIVICA ARI,
1,3,38.0,POSITIVO,,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,
1,9,14.0,POSITIVO,,OBRERO,
1,8,57.0,POSITIVO,,MOVIMIENTO DE ACCION VECINAL,
1,22,61.0,POSITIVO,,IZQUIERDA POR UNA OPCION SOCIALISTA,
1,23,60.0,POSITIVO,,MVTO INDEPENDIENTE DE JUBILADOS Y DESOCUPADOS,
1,8,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,10,134.0,POSITIVO,,ALIANZA FRENTE AMPLIO PROGRESISTA,
1,10,132.0,POSITIVO,,ALIANZA FRENTE POPULAR,
1,10,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,24,64.0,POSITIVO,,PRO-PROPUESTA REPUBLICANA,
1,8,135.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,10,37.0,POSITIVO,,DEL CAMPO POPULAR,
1,3,135.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,3,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,17,47.0,POSITIVO,,COALICION CIVICA ARI,
1,10,57.0,POSITIVO,,MOVIMIENTO DE ACCION VECINAL,
1,3,57.0,POSITIVO,,MOVIMIENTO DE ACCION VECINAL,
1,11,136.0,POSITIVO,,ALIANZA PROYECTO SUR,
1,11,134.0,POSITIVO,,ALIANZA FRENTE AMPLIO PROGRESISTA,
1,24,154.0,POSITIVO,,MOVIMIENTO POPULAR FUEGUINO,
1,3,137.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,
1,11,37.0,POSITIVO,,DEL CAMPO POPULAR,
1,11,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,11,57.0,POSITIVO,,MOVIMIENTO DE ACCION VECINAL,
1,11,135.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,11,132.0,POSITIVO,,ALIANZA FRENTE POPULAR,
1,11,137.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,
1,12,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,14,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,14,132.0,POSITIVO,,ALIANZA FRENTE POPULAR,
1,14,47.0,POSITIVO,,COALICION CIVICA ARI,
1,14,57.0,POSITIVO,,MOVIMIENTO DE ACCION VECINAL,
1,14,137.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,
1,14,134.0,POSITIVO,,ALIANZA FRENTE AMPLIO PROGRESISTA,
1,14,37.0,POSITIVO,,DEL CAMPO POPULAR,
1,14,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,14,136.0,POSITIVO,,ALIANZA PROYECTO SUR,
